title,price,image_link
"
Сотовый телефон Apple iPhone 14 Pro 1TB фиолетовый
","
153500 сом
",/images/product/111085/1667890532_54111400.jpg
"
Сотовый телефон Xiaomi Redmi 10A 4/128GB серый
","

 11130 сом
-2%

10950 сом
",/images/product/108014/1656406143_17876500.jpg
"
Сотовый телефон Apple iPhone 14 Pro 1TB космический черный
","
153500 сом
",/images/product/111086/1667890507_96516400.jpg
"
Сотовый телефон Huawei Y5p 32GB мятно-зеленый
","
9191 сом
",/images/product/80113/1591389542_67984400.jpg
"
Сотовый телефон Xiaomi Redmi 10C 3/64GB серый
","
10870 сом
",/images/product/108017/1656406707_71714700.jpg
"
Сотовый телефон Xiaomi Redmi 10C 3/64GB зеленый
","
10870 сом
",/images/product/108018/1656406717_60647900.jpg
"
Сотовый телефон Xiaomi Redmi 10C 3/64GB синий
","
10870 сом
",/images/product/108019/1656406723_11051300.jpg
"
Сотовый телефон Xiaomi Poco C40 4/64GB черный
","
10230 сом
",/images/product/109555/1660132485_31324400.jpg
"
Сотовый телефон teXet TM-130 черный
","
1790 сом
",/images/product/84981/1602699782_91350700.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 512GB космический черный
","

 145440 сом
-0%

145000 сом
",/images/product/111093/1667071078_31411600.jpg
"
Сотовый телефон Xiaomi Redmi Note 11S 6/64GB синий 
","
17550 сом
",/images/product/103414/1644984321_25384600.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 512GB фиолетовый
","

 145440 сом
-0%

145000 сом
",/images/product/111095/1667071064_21278900.jpg
"
Сотовый телефон Xiaomi Redmi Note 10 Pro 8/256GB бронзовый
","

 20410 сом
-1%

20230 сом
",/images/product/115447/1671868383_92953400.jpg
"
Сотовый телефон Xiaomi Redmi Note 11S 6/64GB белый
","
17550 сом
",/images/product/103416/1644984403_45225800.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 512GB серебристый
","

 145440 сом
-0%

145000 сом
",/images/product/111096/1668260122_29744300.jpg
"
Сотовый телефон Xiaomi Redmi Note 11S 6/128GB белый
","
19230 сом
",/images/product/103417/1644984420_34292700.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 512GB золотой
","

 145440 сом
-0%

145000 сом
",/images/product/111097/1668260140_42889700.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 1TB фиолетовый
","

 169610 сом
-1%

167840 сом
",/images/product/111100/1667071142_67516500.jpg
"
Сотовый телефон Apple iPhone 14 Pro Max 1TB золотой
","

 168730 сом
-1%

167840 сом
",/images/product/111101/1667071294_61179100.jpg
